Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
metmskexteion.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
update.rekutanvipjp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
trerzrwalletio.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
kossouno-f7043.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
webmail-108439.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
ctt-transit.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
uspsvlvf.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
vnreintka9.web.app,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
telcdfv.cc,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
my-site-106907.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
reload-page-10002546451.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
telstra-109219.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
yahoooooo-108560.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
nebimtis.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bravebrowser.filfar.eu,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
connbseecoomlogin.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
323224.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
studiomdv.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
att-107135.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
nlaexpress.com.br,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
dfgghhrr.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-db686d4a18704e179ed5f2a9ae5c11b2.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
chainfirm.pages.dev,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
uspsr.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
uspslcvu.top,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
ums.pushpia.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
sigcomup.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
telegra.ph,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
website6275565.nicepage.io,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
segurancaonlinept.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
pub-e1f1ecbe314343b0a15aaa21a61c05cf.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
hskyzvrcwbfx.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
miitmxklogin.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
post.ch-infoyxh.top,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
uspspxzx.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
zuza.stefek.szczecin.pl,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
t-mobil-28c13.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
43.153.71.57,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
lindamilks.pythonanywhere.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
us17.list-manage.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
storage.cloud.google.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1
administrative-support-101506.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
en-with-trezor.github.io,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
assure-gouv.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0,1
sbcglobalnet-100308-103354.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
estafeata.cfd,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
clease.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bafkreig42dhv6g55bztxywlsams3y2dxhmm3qzrjekxksujux5crv7jy4i.ipfs.dweb.link,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
aderokoubamse.freewebhostmost.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0,1
transporttpznmyfxztpai.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ahksyuv.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pub-22c560dff3c849c2b334cd0032408398.r2.dev,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
arohiglobal.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
asdfgsd7.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,1,0,0,0,1,1,1,1,0,1,1,0,1
etableshbnp.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
vkbfsxbanefdne.com∕vkbfsxbanefdne∕JPjZVQcJUyeujmYlaDhstgPCM∕lcpynapzzLPEwMCaGlMGzOJg@vkbfsxbanefdne.𝕦𝕡𝕗𝕚𝕗𝕨𝕩.cn,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
ehr.f3d.mytemp.website,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
leddigerliv----support.gitbook.io,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
coimbasiepriologii.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
white256237.studio.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
auth--en--bitbuy--sso-console.webflow.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
nnfems.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0,1
ledgerloigzn.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
rwbpyjur.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
metamask-wallet-loginn-1.gitbook.io,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
medkounarda.web.app,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
uspsrbo.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pub-a3a0ba3c470d4ef8ba8492ef0f90d27f.r2.dev,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
apple-findmydevice.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
cloud.brewsurvey.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-ec63a9c8ee0d47ff9b5db7f1eedae74b.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
google.com,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
ntfx-lux.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
estedietr.buzz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pub-6e7aae29cba442b28bb2aff8222f4df8.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
munifresia.cl,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1
myofficboxx.myportfolio.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
20240611fil23578781281248919291292pdf.pages.dev,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
flowto.it,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1
xn--liodecasa-mmsdevoz-2sb3f.weebly.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-aefbe795831f4c48865cef89e4a871a5.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
esafeta.me,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
iodfjkbfjhsid.weeblysite.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
dh1connect09.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
dk11863366030.activehosted.com,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,0,1
sattaconn.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-fc26cca0876d45fdaeabb32bbf9246c0.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
bafkreih4qldqlilxcwnsv5j2jhoop4vytpnkargfr63wpr2lvdslkllsai.ipfs.dweb.link,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
hwsrv-1252301.hostwindsdns.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bafybeia4a5rsk3jtnmnso7jtramfcy5fuhuj6ebyhwu4boskiv5nujnhea.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
govtnz.info,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1
zajel-sa.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
phantamwletto.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
kuromakuyanato.lat,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
btmailllllerrrr.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
home-107750.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
4-72com.ink,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
metamaskextensionew.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
uspsvlof.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
indiapostlk.vip,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
alianca-rs.com.br,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
dellavillas.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
addressddetails.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
pichinchaclub.webcindario.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
online.forms.app,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
jamaicazpost-gov.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
biezkolnjkla.web.app,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
uprava-eporezna.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
uspsawo.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
canada.postcanadaxvih.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
script.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
bumsonbedservicefr.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
tinyurl.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0,1
provicomprass.webcindario.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
ballefabrouyau-9112.vercel.app,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
povrat-poreza.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-35064e6e238149ee87f14b87bc9eee93.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
sonnoao.it,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-e9a60070b1cb41bbbf433399f7b08f54.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
lazubi.dhkrt.my.id,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
uidectrob07.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
alareentading-catalog.page.tl,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
accesssrewards.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
bearfootbaker.net,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
pub-a54333d0e5754e79aab256418a05db5c.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
muskingumcounty.myportfolio.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
mex-posts.xyz,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
netzero-webmail-109829.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
reurl.cc,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
usps.com-trackinddf.cfd,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
pub-55d4e66ad88746a881ca38372f04d03d.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
helps-support-ledor.webflow.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
urless.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
sc.link,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
prihlasenieazetsk.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
ww2itau.top,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
zetalube.co.kr,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,0,1
respondto.forms.app,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
reurl.cc,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-1b425c6e24d94f5bba12dc67b6d3e2c5.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
linkin.bio,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
hotmail-104437.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
uspsalc.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
telkomselhot.my,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kuronekoyamas.shop,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
ffbi1r.webwave.dev,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
service-msmsorange.gator.site,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
urlz.fr,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
usps.com-trackintup.cfd,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
delfintour.sk,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
sso-emvim-locale-lt-overview.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
antirobotab35d.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
n2b.goexposoftware.com,0,0,1,5,1,0,0,0,1,1,1,1,1,1,1,0,1
ocn-ne.web.app,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
orb6xt0t.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
juno-103042.square.site,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
pub-e2923dfb637546ad8411c76efaf82342.r2.dev,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
trk.affapp.io,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
cpanel12wh.bkk1.cloud.z.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0,1
ptsredem.info,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
cakeresume.com,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,0,1
blocksafepalmain.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
rebrand.ly,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
feg-token-auth.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
usps.com-trackwvbb.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
hype-accedi-it.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
gemminilogina.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
ginettelaffargue.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
us-trezorio-loins.gitbook.io,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
metamskwatt.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
autoscurt24.de,0,0,1,8,0,0,0,0,1,1,1,1,0,1,1,0,1
532027.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
ilkalcoopbank.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bothid.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
organisation-creneau.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
sky-103567.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-0e6370c7281d4390922bee8ab9b8b98d.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
jjjds.ukit.me,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-5caa1ce0c1484d9599199ef207c58bca.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
dropbox.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0,1
pub-4312c4dca4844bac9e424878d445260c.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
juno-105749.square.site,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
tiny1.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
bromot.trade,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
laposte1.vip,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dcghujm.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
imptmessage.w3spaces.com,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
usps.com-trackinwyv.cfd,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
canada.postcanadaeczgw.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
telegra.ph,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
qanewniqdpxv.top,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
49.51.43.12,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,0,1
103.189.235.156,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1
home-104238.square.site,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
gemmiiniloggiinnn.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
domailfreenamesrverwebmailvalidationservice03.pages.dev,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1
yasdroumenhouna.web.app,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
abracadabra-walet.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
allegrolokalnie.874291499.shop,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
att-109625-109046.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
activate-xfinitydevice-online.pages.dev,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
bt-105742.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
auth---apps--cdn--lido.webflow.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
244.182.62.50.host.secureserver.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
